"ProtID","Class","Subphylum"
"Spec1316|KAJ3388291.1","cenH3","Chytridiomycota"
"Spec1316|KAJ3391428.1","canH3","Chytridiomycota"
"Spec1317|KAI8458828.1","cenH3","Basidiomycota"
"Spec1317|KAI8449840.1","canH3","Basidiomycota"
"Spec1317|KAI8451184.1","canH3","Basidiomycota"
"Spec1317|KAI8462095.1","canH3","Basidiomycota"
"Spec1317|KAI8456008.1","canH3","Basidiomycota"
"Spec1317|KAI8443322.1","canH3","Basidiomycota"
"Spec1317|KAI8457293.1","canH3","Basidiomycota"
"Spec1318|KAI7950382.1","cenH3","Basidiomycota"
"Spec1318|KAI7943391.1","canH3","Basidiomycota"
"Spec1319|ODO08547.1","canH3","Basidiomycota"
"Spec1319|ODO03511.1","canH3","Basidiomycota"
"Spec1319|ODO08925.1","cenH3","Basidiomycota"
"Spec1320|OSD04822.1","canH3","Basidiomycota"
"Spec1320|OSC97510.1","canH3","Basidiomycota"
"Spec1320|OSD04224.1","cenH3","Basidiomycota"
"Spec1320|OSD00909.1","canH3","Basidiomycota"
"Spec1320|OSD04705.1","canH3","Basidiomycota"
"Spec1321|MBW0470085.1","cenH3","Basidiomycota"
"Spec1321|MBW0522880.1","canH3","Basidiomycota"
"Spec1321|MBW0526560.1","canH3","Basidiomycota"
"Spec1321|MBW0528059.1","canH3","Basidiomycota"
"Spec1321|MBW0494993.1","canH3","Basidiomycota"
"Spec1321|MBW0550278.1","canH3","Basidiomycota"
"Spec1321|MBW0500091.1","canH3","Basidiomycota"
"Spec1322|CCG22066.1","cenH3","Ascomycota"
"Spec1322|CCG25407.1","canH3","Ascomycota"
"Spec1323|KMQ43189.1","canH3","Ascomycota"
"Spec1323|KMQ42745.1","cenH3","Ascomycota"
"Spec1324|EGG13088.1","canH3","Basidiomycota"
"Spec1324|EGG04082.1","canH3","Basidiomycota"
"Spec1324|EGF98036.1","canH3","Basidiomycota"
"Spec1324|EGG12690.1","canH3","Basidiomycota"
"Spec1324|EGG08889.1","canH3","Basidiomycota"
"Spec1324|EGG02998.1","canH3","Basidiomycota"
"Spec1325|EGD95184.1","canH3","Ascomycota"
"Spec1325|EGD93382.1","cenH3","Ascomycota"
"Spec1326|GBF63607.1","canH3","Ascomycota"
"Spec1326|GBF64073.1","cenH3","Ascomycota"
"Spec1326|GBF65859.1","cenH3","Ascomycota"
"Spec1327|PWN41778.1","canH3","Basidiomycota"
"Spec1327|PWN42011.1","cenH3","Basidiomycota"
"Spec1327|PWN40974.1","canH3","Basidiomycota"
"Spec1328|KAG0140139.1","canH3","Basidiomycota"
"Spec1328|KAG0146294.1","canH3","Basidiomycota"
"Spec1328|KAG0150780.1","canH3","Basidiomycota"
"Spec1328|KAG0152079.1","canH3","Basidiomycota"
"Spec1328|KAG0141904.1","canH3","Basidiomycota"
"Spec1328|KAG0144166.1","cenH3","Basidiomycota"
"Spec1329|ODQ51848.1","cenH3","Ascomycota"
"Spec1329|ODQ51972.1","canH3","Ascomycota"
"Spec1329|ODQ54816.1","canH3","Ascomycota"
"Spec1330|EEB05301.1","cenH3","Ascomycota"
"Spec1330|EEB05296.1","canH3","Ascomycota"
"Spec1330|EEB08389.1","canH3","Ascomycota"
"Spec1330|EEB05329.1","canH3","Ascomycota"
"Spec1331|KAK1496303.1","canH3","Ascomycota"
"Spec1331|KAK1484059.1","cenH3","Ascomycota"
"Spec1332|VVT43725.1","canH3","Ascomycota"
"Spec1332|VVT51080.1","cenH3","Ascomycota"
"Spec1332|VVT43543.1","canH3","Ascomycota"
"Spec1333|KAH8913764.1","cenH3","Basidiomycota"
"Spec1333|KAH8925935.1","canH3","Basidiomycota"
"Spec1333|KAH8919434.1","canH3","Basidiomycota"
"Spec1333|KAH8921161.1","canH3","Basidiomycota"
"Spec1333|KAH8923262.1","cenH3","Basidiomycota"
"Spec1333|KAH8921759.1","canH3","Basidiomycota"
"Spec1333|KAH8927640.1","canH3","Basidiomycota"
"Spec1333|KAH8919776.1","cenH3","Basidiomycota"
"Spec1333|KAH8926495.1","canH3","Basidiomycota"
"Spec1333|KAH8927671.1","canH3","Basidiomycota"
"Spec1334|WFD16564.1","cenH3","Basidiomycota"
"Spec1334|WFD14801.1","canH3","Basidiomycota"
"Spec1334|WFD15411.1","canH3","Basidiomycota"
"Spec1335|CAK9438949.1","canH3","Ascomycota"
"Spec1335|CAK9438515.1","canH3","Ascomycota"
"Spec1335|CAK9436991.1","canH3","Ascomycota"
"Spec1335|CAK9437897.1","cenH3","Ascomycota"
"Spec1336|KAI3407071.1","canH3","Ascomycota"
"Spec1336|KAI3405681.1","canH3","Ascomycota"
"Spec1336|KAI3403964.2","cenH3","Ascomycota"
"Spec1336|KAI3406069.1","canH3","Ascomycota"
"Spec1337|WOO85836.1","canH3","Basidiomycota"
"Spec1337|WOO76904.1","canH3","Basidiomycota"
"Spec1337|WOO78471.1","canH3","Basidiomycota"
"Spec1337|WOO85615.1","cenH3","Basidiomycota"
"Spec1338|KAI0221361.1","canH3","Zoopagomycota"
"Spec1338|KAI0244332.1","canH3","Zoopagomycota"
"Spec1338|KAI0226250.1","canH3","Zoopagomycota"
"Spec1338|KAI0218053.1","canH3","Zoopagomycota"
"Spec1338|KAI0218490.1","canH3","Zoopagomycota"
"Spec1338|KAI0244288.1","canH3","Zoopagomycota"
"Spec1339|KAJ3066719.1","canH3","Chytridiomycota"
"Spec1339|KAJ3067635.1","canH3","Chytridiomycota"
"Spec1339|KAJ3069877.1","canH3","Chytridiomycota"
"Spec1339|KAJ3074274.1","cenH3","Chytridiomycota"
"Spec1339|KAJ3076515.1","canH3","Chytridiomycota"
"Spec1340|KAJ3386156.1","canH3","Chytridiomycota"
"Spec1340|KAJ3374873.1","canH3","Chytridiomycota"
"Spec1341|KAF8435756.1","canH3","Basidiomycota"
"Spec1341|KAF8414571.1","canH3","Basidiomycota"
"Spec1341|KAF8450585.1","cenH3","Basidiomycota"
"Spec1341|KAF8414842.1","canH3","Basidiomycota"
"Spec1341|KAF8414600.1","canH3","Basidiomycota"
"Spec1342|KAG0082873.1","canH3","Mucoromycota"
"Spec1343|AXA51249.1","cenH3","Basidiomycota"
"Spec1343|AXA49019.1","canH3","Basidiomycota"
"Spec1343|AXA50211.1","canH3","Basidiomycota"
"Spec1344|KAG6365309.1","cenH3","Ascomycota"
"Spec1344|KAG6360698.1","canH3","Ascomycota"
"Spec1345|WFD20315.1","canH3","Basidiomycota"
"Spec1345|WFD19150.1","canH3","Basidiomycota"
"Spec1346|KOS12447.1","canH3","Basidiomycota"
"Spec1346|KOS13197.1","cenH3","Basidiomycota"
"Spec1346|KOS13711.1","canH3","Basidiomycota"
"Spec1347|SCU84387.1","canH3","Ascomycota"
"Spec1347|SCU90800.1","canH3","Ascomycota"
"Spec1347|SCU86256.1","cenH3","Ascomycota"
"Spec1348|KAJ7765385.1","cenH3","Basidiomycota"
"Spec1348|KAJ7762795.1","canH3","Basidiomycota"
"Spec1349|KAJ6567299.1","canH3","Basidiomycota"
"Spec1349|KAJ6598965.1","cenH3","Basidiomycota"
"Spec1349|KAJ6561182.1","cenH3","Basidiomycota"
"Spec1349|KAJ6601105.1","canH3","Basidiomycota"
"Spec1349|KAJ6601106.1","canH3","Basidiomycota"
"Spec1349|KAJ6567306.1","canH3","Basidiomycota"
"Spec1350|CAA17819.1","canH3","Ascomycota"
"Spec1350|CAB50974.1","canH3","Ascomycota"
"Spec1350|CAB50980.1","cenH3","Ascomycota"
"Spec1350|CAB75772.1","canH3","Ascomycota"
"Spec1351|CAI5757633.1","canH3","Ascomycota"
"Spec1351|CAI5758222.1","canH3","Ascomycota"
"Spec1352|SHO76408.1","cenH3","Basidiomycota"
"Spec1352|SHO77386.1","canH3","Basidiomycota"
"Spec1352|SHO78904.1","canH3","Basidiomycota"
"Spec1353|WFD28052.1","canH3","Basidiomycota"
"Spec1353|WFD25168.1","cenH3","Basidiomycota"
"Spec1353|WFD27186.1","canH3","Basidiomycota"
"Spec1354|WFD34827.1","canH3","Basidiomycota"
"Spec1354|WFD35407.1","canH3","Basidiomycota"
"Spec1354|WFD35716.1","cenH3","Basidiomycota"
"Spec1355|KAF5097812.1","canH3","Ascomycota"
"Spec1355|KAF5094092.1","canH3","Ascomycota"
"Spec1356|KAG4304176.1","canH3","Ascomycota"
"Spec1356|KAG4304153.1","cenH3","Ascomycota"
"Spec1357|WFD24156.1","canH3","Basidiomycota"
"Spec1357|WFD22758.1","canH3","Basidiomycota"
"Spec1358|CDO57832.1","canH3","Ascomycota"
"Spec1358|CDO55656.1","canH3","Ascomycota"
"Spec1358|CDO54738.1","cenH3","Ascomycota"
"Spec1359|KAI9213289.1","canH3","Ascomycota"
"Spec1359|KAI9213701.1","canH3","Ascomycota"
"Spec1360|EEQ32018.1","canH3","Ascomycota"
"Spec1360|EEQ30343.1","cenH3","Ascomycota"
"Spec1361|EFE41667.1","canH3","Ascomycota"
"Spec1362|KAF9068185.1","canH3","Basidiomycota"
"Spec1362|KAF9077933.1","canH3","Basidiomycota"
"Spec1362|KAF9076741.1","cenH3","Basidiomycota"
"Spec1362|KAF9073791.1","canH3","Basidiomycota"
"Spec1362|KAF9077957.1","canH3","Basidiomycota"
"Spec1362|KAF9062649.1","canH3","Basidiomycota"
"Spec1363|KAJ4133721.1","cenH3","Ascomycota"
"Spec1363|KAJ4127286.1","canH3","Ascomycota"
"Spec1364|KAF8649739.1","canH3","Basidiomycota"
"Spec1364|KAF8650272.1","canH3","Basidiomycota"
"Spec1364|KAF8644749.1","canH3","Basidiomycota"
"Spec1364|KAF8663450.1","cenH3","Basidiomycota"
"Spec1364|KAF8655037.1","cenH3","Basidiomycota"
"Spec1365|KAK8086138.1","canH3","Ascomycota"
"Spec1365|KAK8058919.1","cenH3","Ascomycota"
"Spec1366|KAF9307504.1","canH3","Mucoromycota"
"Spec1367|KAF5098976.1","canH3","Ascomycota"
"Spec1367|KAF5098178.1","canH3","Ascomycota"
"Spec1368|KAI1381428.1","canH3","Ascomycota"
"Spec1368|KAI1375759.1","cenH3","Ascomycota"
"Spec1369|KAJ9109307.1","canH3","Basidiomycota"
"Spec1369|KAJ9109043.1","canH3","Basidiomycota"
"Spec1370|KTW26419.1","canH3","Ascomycota"
"Spec1370|KTW28916.1","canH3","Ascomycota"
"Spec1370|KTW31423.1","cenH3","Ascomycota"
"Spec1371|KAG5439594.1","canH3","Ascomycota"
"Spec1371|KAG5437345.1","cenH3","Ascomycota"
"Spec1372|KAG5519856.1","canH3","Ascomycota"
"Spec1372|KAG5519566.1","canH3","Ascomycota"
"Spec1373|KZS97947.1","cenH3","Basidiomycota"
"Spec1373|KZS98833.1","canH3","Basidiomycota"
"Spec1373|KZS96218.1","canH3","Basidiomycota"
"Spec1373|KZS96232.1","canH3","Basidiomycota"
"Spec1374|KZT36845.1","cenH3","Basidiomycota"
"Spec1374|KZT35389.1","canH3","Basidiomycota"
"Spec1374|KZT36215.1","canH3","Basidiomycota"
"Spec1375|PLW57580.1","canH3","Basidiomycota"
"Spec1375|PLW25087.1","canH3","Basidiomycota"
"Spec1375|PLW16484.1","canH3","Basidiomycota"
"Spec1375|PLW58703.1","cenH3","Basidiomycota"
"Spec1375|PLW04877.1","canH3","Basidiomycota"
"Spec1375|PLW13495.1","canH3","Basidiomycota"
"Spec1375|PLW17578.1","canH3","Basidiomycota"
"Spec1375|PLW21459.1","cenH3","Basidiomycota"
"Spec1375|PLW34665.1","canH3","Basidiomycota"
"Spec1375|PLW53504.1","canH3","Basidiomycota"
"Spec1376|KAI5961617.1","canH3","Ascomycota"
"Spec1376|KAI5960344.1","canH3","Ascomycota"
"Spec1376|KAI5962340.1","canH3","Ascomycota"
"Spec1376|KAI5959586.1","cenH3","Ascomycota"
"Spec1377|KAI5969589.1","canH3","Ascomycota"
"Spec1377|KAI5969034.1","canH3","Ascomycota"
"Spec1377|KAI5966052.1","cenH3","Ascomycota"
"Spec1377|KAI5969877.1","canH3","Ascomycota"
"Spec1378|CCE40666.1","canH3","Ascomycota"
"Spec1378|CCE40190.1","cenH3","Ascomycota"
"Spec1378|CCE42679.1","canH3","Ascomycota"
"Spec1378|CCE42338.1","canH3","Ascomycota"
"Spec1379|KAI5953322.1","cenH3","Ascomycota"
"Spec1379|KAI5954577.1","canH3","Ascomycota"
"Spec1379|KAI5953382.1","canH3","Ascomycota"
"Spec1379|KAI5952708.1","canH3","Ascomycota"
"Spec1380|KAG5421842.1","canH3","Ascomycota"
"Spec1380|KAG5422386.1","canH3","Ascomycota"
"Spec1380|KAG5420600.1","canH3","Ascomycota"
"Spec1380|KAG5421394.1","cenH3","Ascomycota"
"Spec1381|KAK8034804.1","cenH3","Ascomycota"
"Spec1381|KAK8039957.1","canH3","Ascomycota"
"Spec1382|EPX73211.1","canH3","Ascomycota"
"Spec1382|EPX74152.1","canH3","Ascomycota"
"Spec1382|EPX74153.1","canH3","Ascomycota"
"Spec1382|EPX71033.1","cenH3","Ascomycota"
"Spec1382|EPX71039.1","canH3","Ascomycota"
"Spec1383|KAJ7447200.1","canH3","Basidiomycota"
"Spec1383|KAJ7498819.1","cenH3","Basidiomycota"
"Spec1384|QSL65469.1","cenH3","Ascomycota"
"Spec1384|QSL66510.1","canH3","Ascomycota"
"Spec1384|QSL65192.1","canH3","Ascomycota"
"Spec1385|PWN94822.1","cenH3","Basidiomycota"
"Spec1385|PWN98577.1","canH3","Basidiomycota"
"Spec1385|PWN97557.1","canH3","Basidiomycota"
"Spec1386|OCF77816.1","canH3","Basidiomycota"
"Spec1386|OCF77118.1","canH3","Basidiomycota"
"Spec1386|OCF72178.1","canH3","Basidiomycota"
"Spec1387|KAI9337613.1","canH3","Chytridiomycota"
"Spec1387|KAI9366874.1","canH3","Chytridiomycota"
"Spec1388|KAJ3357809.1","canH3","Chytridiomycota"
"Spec1388|KAJ3352377.1","canH3","Chytridiomycota"
"Spec1388|KAJ3347596.1","canH3","Chytridiomycota"
"Spec1388|KAJ3343832.1","canH3","Chytridiomycota"
"Spec1388|KAJ3351771.1","cenH3","Chytridiomycota"
"Spec1388|KAJ3336964.1","canH3","Chytridiomycota"
"Spec1388|KAJ3351560.1","canH3","Chytridiomycota"
"Spec1389|KAJ3339168.1","canH3","Chytridiomycota"
"Spec1389|KAJ3308383.1","canH3","Chytridiomycota"
"Spec1390|EMR11075.1","canH3","Ascomycota"
"Spec1390|EMR09400.1","canH3","Ascomycota"
"Spec1391|KAH9819122.1","canH3","Basidiomycota"
"Spec1391|KAH9817593.1","canH3","Basidiomycota"
"Spec1391|KAH9815569.1","cenH3","Basidiomycota"
"Spec1391|KAH9822226.1","canH3","Basidiomycota"
"Spec1391|KAH9824680.1","canH3","Basidiomycota"
"Spec1391|KAH9814755.1","canH3","Basidiomycota"
"Spec1391|KAH9819114.1","canH3","Basidiomycota"
"Spec1391|KAH9818335.1","canH3","Basidiomycota"
"Spec1392|KTW31782.1","canH3","Ascomycota"
"Spec1393|KAF9243862.1","canH3","Basidiomycota"
"Spec1393|KAF9244104.1","canH3","Basidiomycota"
"Spec1393|KAF9237092.1","canH3","Basidiomycota"
"Spec1393|KAF9244097.1","canH3","Basidiomycota"
"Spec1393|KAF9234498.1","canH3","Basidiomycota"
"Spec1394|EGE07049.1","cenH3","Ascomycota"
"Spec1394|EGE09065.1","canH3","Ascomycota"
"Spec1395|TPX37957.1","canH3","Chytridiomycota"
"Spec1395|TPX31671.1","canH3","Chytridiomycota"
"Spec1395|TPX34876.1","cenH3","Chytridiomycota"
"Spec1395|TPX33523.1","canH3","Chytridiomycota"
"Spec1395|TPX30615.1","cenH3","Chytridiomycota"
"Spec1395|TPX33525.1","canH3","Chytridiomycota"
"Spec1395|TPX33506.1","canH3","Chytridiomycota"
"Spec1396|KAJ7091344.1","canH3","Basidiomycota"
"Spec1396|KAJ7087259.1","canH3","Basidiomycota"
"Spec1396|KAJ7094671.1","cenH3","Basidiomycota"
"Spec1397|ORY88131.1","cenH3","Basidiomycota"
"Spec1397|ORY69124.1","canH3","Basidiomycota"
"Spec1397|ORY73083.1","canH3","Basidiomycota"
"Spec1397|ORY74055.1","canH3","Basidiomycota"
"Spec1397|ORY61046.1","cenH3","Basidiomycota"
"Spec1397|ORY74035.1","canH3","Basidiomycota"
"Spec1397|ORY51216.1","canH3","Basidiomycota"
"Spec1398|EFQ97287.1","cenH3","Ascomycota"
"Spec1398|EFR05061.1","canH3","Ascomycota"
"Spec1399|SCV74887.1","canH3","Basidiomycota"
"Spec1399|SCV74475.1","canH3","Basidiomycota"
"Spec1399|SCV74457.1","canH3","Basidiomycota"
"Spec1399|SCV70463.1","canH3","Basidiomycota"
"Spec1399|SCV68237.1","canH3","Basidiomycota"
"Spec1399|SCV67389.1","cenH3","Basidiomycota"
"Spec1399|SCV74922.1","canH3","Basidiomycota"
"Spec1399|SCV68253.1","canH3","Basidiomycota"
"Spec1400|SGZ28231.1","cenH3","Basidiomycota"
"Spec1400|SGY18086.1","canH3","Basidiomycota"
"Spec1400|SGZ26135.1","canH3","Basidiomycota"
"Spec1400|SGZ21276.1","canH3","Basidiomycota"
"Spec1400|SGZ20904.1","canH3","Basidiomycota"
"Spec1400|SGY18174.1","canH3","Basidiomycota"
"Spec1401|PKS09664.1","canH3","Ascomycota"
"Spec1402|KDE05603.1","canH3","Basidiomycota"
"Spec1402|KDE07029.1","cenH3","Basidiomycota"
"Spec1402|KDE08148.1","canH3","Basidiomycota"
"Spec1402|KDE08484.1","canH3","Basidiomycota"
"Spec1402|KDE06399.1","canH3","Basidiomycota"
"Spec1402|KDE08136.1","canH3","Basidiomycota"
"Spec1402|KDE08466.1","canH3","Basidiomycota"
"Spec1402|KDE07030.1","cenH3","Basidiomycota"
"Spec1402|KDE05334.1","canH3","Basidiomycota"
"Spec1403|KAK0218221.1","canH3","Basidiomycota"
"Spec1403|KAK0218227.1","canH3","Basidiomycota"
"Spec1403|KAK0234142.1","canH3","Basidiomycota"
"Spec1403|KAK0233334.1","canH3","Basidiomycota"
"Spec1403|KAK0230907.1","cenH3","Basidiomycota"
"Spec1403|KAK0230763.1","canH3","Basidiomycota"
"Spec1404|KAK0505979.1","canH3","Basidiomycota"
"Spec1404|KAK0498665.1","cenH3","Basidiomycota"
"Spec1404|KAK0501023.1","canH3","Basidiomycota"
"Spec1404|KAK0486975.1","canH3","Basidiomycota"
"Spec1404|KAK0497328.1","canH3","Basidiomycota"
"Spec1404|KAK0497335.1","canH3","Basidiomycota"
"Spec1405|KAK0245941.1","canH3","Basidiomycota"
"Spec1405|KAK0242787.1","canH3","Basidiomycota"
"Spec1405|KAK0238567.1","canH3","Basidiomycota"
"Spec1405|KAK0238561.1","canH3","Basidiomycota"
"Spec1405|KAK0224733.1","canH3","Basidiomycota"
"Spec1405|KAK0242646.1","cenH3","Basidiomycota"
"Spec1406|TPX51943.1","canH3","Chytridiomycota"
"Spec1406|TPX63358.1","canH3","Chytridiomycota"
"Spec1407|KAG6838683.1","canH3","Basidiomycota"
"Spec1407|KAG6852058.1","canH3","Basidiomycota"
"Spec1407|KAG6859811.1","canH3","Basidiomycota"
"Spec1407|KAG6852059.1","cenH3","Basidiomycota"
"Spec1407|KAG6853565.1","canH3","Basidiomycota"
"Spec1407|KAG6866848.1","canH3","Basidiomycota"
"Spec1407|KAG6840744.1","canH3","Basidiomycota"
"Spec1408|KDR74488.1","cenH3","Basidiomycota"
"Spec1408|KDR83651.1","cenH3","Basidiomycota"
"Spec1408|KDR68001.1","canH3","Basidiomycota"
"Spec1408|KDR68012.1","canH3","Basidiomycota"
"Spec1408|KDR86100.1","canH3","Basidiomycota"
"Spec1408|KDR84829.1","canH3","Basidiomycota"
"Spec1409|PPQ94424.1","canH3","Basidiomycota"
"Spec1409|PPQ81095.1","canH3","Basidiomycota"
"Spec1409|PPQ69628.1","canH3","Basidiomycota"
"Spec1409|PPQ77395.1","cenH3","Basidiomycota"
"Spec1409|PPQ79690.1","canH3","Basidiomycota"
"Spec1409|PPQ92483.1","canH3","Basidiomycota"
"Spec1409|PPQ69653.1","canH3","Basidiomycota"
"Spec1410|KAF8159831.1","canH3","Basidiomycota"
"Spec1410|KAF8167154.1","canH3","Basidiomycota"
"Spec1410|KAF8168264.1","canH3","Basidiomycota"
"Spec1410|KAF8159818.1","canH3","Basidiomycota"
"Spec1410|KAF8164883.1","cenH3","Basidiomycota"
"Spec1411|KAK0465958.1","canH3","Basidiomycota"
"Spec1411|KAK0457834.1","cenH3","Basidiomycota"
"Spec1411|KAK0457844.1","canH3","Basidiomycota"
"Spec1411|KAK0457836.1","canH3","Basidiomycota"
"Spec1411|KAK0468234.1","cenH3","Basidiomycota"
"Spec1411|KAK0468371.1","canH3","Basidiomycota"
"Spec1411|KAK0465273.1","canH3","Basidiomycota"
"Spec1412|KIM34785.1","canH3","Basidiomycota"
"Spec1412|KIM48354.1","canH3","Basidiomycota"
"Spec1412|KIM42870.1","canH3","Basidiomycota"
"Spec1412|KIM44827.1","canH3","Basidiomycota"
"Spec1412|KIM34798.1","canH3","Basidiomycota"
"Spec1412|KIM46096.1","cenH3","Basidiomycota"
"Spec1412|KIM44837.1","canH3","Basidiomycota"
"Spec1412|KIM44963.1","canH3","Basidiomycota"
"Spec1413|KAF7309811.1","canH3","Basidiomycota"
"Spec1413|KAF7288934.1","canH3","Basidiomycota"
"Spec1413|KAF7301305.1","canH3","Basidiomycota"
"Spec1413|KAF7301752.1","cenH3","Basidiomycota"
"Spec1413|KAF7298530.1","canH3","Basidiomycota"
"Spec1413|KAF7301625.1","canH3","Basidiomycota"
"Spec1413|KAF7309791.1","canH3","Basidiomycota"
"Spec1414|KAF9499521.1","canH3","Basidiomycota"
"Spec1414|KAF9495633.1","canH3","Basidiomycota"
"Spec1414|KAF9499527.1","canH3","Basidiomycota"
"Spec1414|KAF9498066.1","canH3","Basidiomycota"
"Spec1414|KAF9495399.1","cenH3","Basidiomycota"
"Spec1415|KAF8232005.1","canH3","Basidiomycota"
"Spec1415|KAF8235626.1","canH3","Basidiomycota"
"Spec1415|KAF8235613.1","canH3","Basidiomycota"
"Spec1415|KAF8238770.1","cenH3","Basidiomycota"
"Spec1415|KAF8226122.1","canH3","Basidiomycota"
"Spec1415|KAF8235611.1","cenH3","Basidiomycota"
"Spec1416|KAF7430693.1","canH3","Basidiomycota"
"Spec1416|KAF7430700.1","canH3","Basidiomycota"
"Spec1416|KAF7433031.1","cenH3","Basidiomycota"
"Spec1416|KAF7436013.1","canH3","Basidiomycota"
"Spec1416|KAF7437127.1","canH3","Basidiomycota"
"Spec1416|KAF7430689.1","cenH3","Basidiomycota"
"Spec1417|KAG9223821.1","canH3","Basidiomycota"
"Spec1417|KAG9223091.1","canH3","Basidiomycota"
"Spec1417|KAG9223892.1","canH3","Basidiomycota"
"Spec1417|KAG9218980.1","cenH3","Basidiomycota"
"Spec1417|KAG9222037.1","canH3","Basidiomycota"
"Spec1417|KAG9223825.1","cenH3","Basidiomycota"
"Spec1418|THU80857.1","canH3","Basidiomycota"
"Spec1418|THU92974.1","canH3","Basidiomycota"
"Spec1418|THU79106.1","canH3","Basidiomycota"
"Spec1418|THU94354.1","cenH3","Basidiomycota"
"Spec1418|THV08440.1","cenH3","Basidiomycota"
"Spec1418|THU87610.1","canH3","Basidiomycota"
"Spec1418|THU80522.1","canH3","Basidiomycota"
"Spec1418|THU92992.1","canH3","Basidiomycota"
"Spec1418|THV07919.1","canH3","Basidiomycota"
"Spec1419|KAK0488654.1","canH3","Basidiomycota"
"Spec1419|KAK0473263.1","canH3","Basidiomycota"
"Spec1419|KAK0488648.1","canH3","Basidiomycota"
"Spec1419|KAK0479685.1","canH3","Basidiomycota"
"Spec1419|KAK0490899.1","cenH3","Basidiomycota"
"Spec1419|KAK0491038.1","canH3","Basidiomycota"
"Spec1420|XP_006462124.1","canH3","Basidiomycota"
"Spec1420|XP_006453831.1","canH3","Basidiomycota"
"Spec1420|XP_006460261.1","cenH3","Basidiomycota"
"Spec1420|XP_006462047.1","canH3","Basidiomycota"
"Spec1421|PPQ97101.1","cenH3","Basidiomycota"
"Spec1421|PPQ76221.1","canH3","Basidiomycota"
"Spec1421|PPQ68009.1","cenH3","Basidiomycota"
"Spec1421|PPQ66126.1","canH3","Basidiomycota"
"Spec1421|PPQ76221.1","cenH3","Basidiomycota"
"Spec1421|PPQ96797.1","canH3","Basidiomycota"
"Spec1421|PPR06391.1","canH3","Basidiomycota"
"Spec1421|PPQ97348.1","canH3","Basidiomycota"
"Spec1421|PPQ69988.1","canH3","Basidiomycota"
"Spec1422|KAF8917171.1","canH3","Basidiomycota"
"Spec1422|KAF8869698.1","canH3","Basidiomycota"
"Spec1422|KAF8917984.1","cenH3","Basidiomycota"
"Spec1422|KAF8912462.1","canH3","Basidiomycota"
"Spec1422|KAF8869706.1","cenH3","Basidiomycota"
"Spec1423|KAL0955135.1","canH3","Basidiomycota"
"Spec1423|KAL0955142.1","canH3","Basidiomycota"
"Spec1423|KAL0950805.1","canH3","Basidiomycota"
"Spec1423|KAL0952099.1","canH3","Basidiomycota"
"Spec1423|KAL0955131.1","cenH3","Basidiomycota"
"Spec1423|KAL0949455.1","cenH3","Basidiomycota"
"Spec1423|KAL0957434.1","cenH3","Basidiomycota"
"Spec1424|KAJ7283552.1","cenH3","Basidiomycota"
"Spec1424|KAJ7283360.1","canH3","Basidiomycota"
"Spec1424|KAJ7281560.1","canH3","Basidiomycota"
"Spec1424|KAJ7204277.1","canH3","Basidiomycota"
"Spec1424|KAJ7281569.1","canH3","Basidiomycota"
"Spec1424|KAJ7283357.1","canH3","Basidiomycota"
"Spec1424|KAJ7292618.1","canH3","Basidiomycota"
"Spec1424|KAJ7292616.1","canH3","Basidiomycota"
"Spec1425|KAG2346764.1","canH3","Basidiomycota"
"Spec1425|KAG2337607.1","canH3","Basidiomycota"
"Spec1425|KAG2348991.1","cenH3","Basidiomycota"
"Spec1425|KAG2348343.1","canH3","Basidiomycota"
"Spec1425|KAG2346785.1","canH3","Basidiomycota"
"Spec1425|KAG2350674.1","canH3","Basidiomycota"
"Spec1425|KAG2346784.1","canH3","Basidiomycota"
"Spec1426|OJA12868.1","canH3","Basidiomycota"
"Spec1426|OJA14439.1","canH3","Basidiomycota"
"Spec1426|OJA13834.1","cenH3","Basidiomycota"
"Spec1426|OJA21663.1","canH3","Basidiomycota"
"Spec1426|OJA18816.1","canH3","Basidiomycota"
"Spec1426|OJA08587.1","canH3","Basidiomycota"
"Spec1427|KAI0281096.1","canH3","Basidiomycota"
"Spec1427|KAI0262017.1","canH3","Basidiomycota"
"Spec1427|KAI0284213.1","cenH3","Basidiomycota"
"Spec1427|KAI0273973.1","canH3","Basidiomycota"
"Spec1428|KAH9987145.1","canH3","Basidiomycota"
"Spec1428|KAI0005021.1","cenH3","Basidiomycota"
"Spec1428|KAH9952279.1","canH3","Basidiomycota"
"Spec1428|KAI0003872.1","canH3","Basidiomycota"
"Spec1428|KAH9987139.1","canH3","Basidiomycota"
"Spec1429|OAX38891.1","canH3","Basidiomycota"
"Spec1429|OAX44886.1","canH3","Basidiomycota"
"Spec1429|OAX34617.1","canH3","Basidiomycota"
"Spec1429|OAX38882.1","canH3","Basidiomycota"
"Spec1429|OAX38675.1","canH3","Basidiomycota"
"Spec1429|OAX44563.1","cenH3","Basidiomycota"
"Spec1430|KAG1725847.1","canH3","Basidiomycota"
"Spec1430|KAG1732511.1","canH3","Basidiomycota"
"Spec1430|KAG1732361.1","canH3","Basidiomycota"
"Spec1430|KAG1737018.1","canH3","Basidiomycota"
"Spec1430|KAG1757293.1","canH3","Basidiomycota"
"Spec1430|KAG1755610.1","cenH3","Basidiomycota"
"Spec1431|KAJ6543847.1","canH3","Basidiomycota"
